fecha_de_corte,anio,departamento,municipio,nro_corresponsales,nro_total,monto_total,nro_total_cta_ahorros,saldo_total_cta_ahorros,nro_total_credito_consumo,monto_total_credito_consumo,nro_total_microcredito,monto_total_microcredito,nro_prod_deposito_nivel_nacional,monto_prod_deposito_nivel_nacional,cantidad_entidades,cantidad_tipos_producto,indice_inclusion_financiera,nivel_inclusion_financiera,nivel_siguiente_corte,fecha_siguiente_corte
2018-09-30,2018,AMAZONAS,EL ENCANTO,3,91.0,4966836.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,2,0.1057992666002835,bajo,bajo,2018-12-31
2018-12-31,2018,AMAZONAS,EL ENCANTO,3,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0.0114116206136147,bajo,bajo,2019-03-31
2019-03-31,2019,AMAZONAS,EL ENCANTO,3,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0.0114116206136147,bajo,bajo,2019-06-30
2019-06-30,2019,AMAZONAS,EL ENCANTO,3,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0.0114116206136147,bajo,bajo,2019-09-30
2019-09-30,2019,AMAZONAS,EL ENCANTO,3,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0.0114116206136147,bajo,bajo,2021-03-31
2017-12-31,2017,AMAZONAS,LA CHORRERA,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0.00570581030680735,bajo,bajo,2019-09-30
2019-09-30,2019,AMAZONAS,LA CHORRERA,0,0.0,0.0,0.0,0.0,1,216510.0,0,0.0,0.0,0.0,1,3,0.07968662238697725,bajo,bajo,2019-12-31
2019-12-31,2019,AMAZONAS,LA CHORRERA,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,3,0.039152414370308454,bajo,bajo,2020-03-31
2020-03-31,2020,AMAZONAS,LA CHORRERA,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,3,0.039152414370308454,bajo,bajo,2020-06-30
2020-06-30,2020,AMAZONAS,LA CHORRERA,2,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,3,0.06802357265060198,bajo,bajo,2020-09-30
2020-09-30,2020,AMAZONAS,LA CHORRERA,2,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,3,0.06802357265060198,bajo,bajo,2020-12-31
2020-12-31,2020,AMAZONAS,LA CHORRERA,2,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,3,0.06802357265060198,bajo,bajo,2021-03-31
2017-12-31,2017,AMAZONAS,LA PEDRERA,1,9.0,5088255.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,2,0.08832641348785157,bajo,bajo,2019-12-31
2019-12-31,2019,AMAZONAS,LA PEDRERA,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0.00570581030680735,bajo,bajo,2020-03-31
2020-03-31,2020,AMAZONAS,LA PEDRERA,2,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2,1,0.02064193465050645,bajo,bajo,2020-06-30
2020-06-30,2020,AMAZONAS,LA PEDRERA,6,29.0,8190772.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,5,2,0.1373891834415938,bajo,bajo,2020-09-30
2020-09-30,2020,AMAZONAS,LA PEDRERA,6,90.0,24186300.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,5,2,0.14663589286610829,bajo,bajo,2020-12-31
2020-12-31,2020,AMAZONAS,LA PEDRERA,6,155.0,34688085.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,5,2,0.15061949073746195,bajo,bajo,2021-03-31
2017-12-31,2017,AMAZONAS,LA VICTORIA,4,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2,1,0.02484692053346239,bajo,bajo,2018-03-31
2018-03-31,2018,AMAZONAS,LA VICTORIA,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0.00570581030680735,bajo,bajo,2018-06-30
2018-06-30,2018,AMAZONAS,LA VICTORIA,2,0.0,0.0,0.0,0.0,3,900000.0,0,0.0,0.0,0.0,2,2,0.09207111562873349,bajo,bajo,2018-09-30
2018-09-30,2018,AMAZONAS,LA VICTORIA,2,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0.009043495372517925,bajo,bajo,2018-12-31
2018-12-31,2018,AMAZONAS,LA VICTORIA,0,0.0,0.0,0.0,0.0,1,452950.0,0,0.0,0.0,0.0,1,1,0.04274591741174241,bajo,bajo,2019-03-31
2019-03-31,2019,AMAZONAS,LA VICTORIA,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,3,0.039152414370308454,bajo,bajo,2019-06-30
2019-06-30,2019,AMAZONAS,LA VICTORIA,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,3,0.039152414370308454,bajo,bajo,2019-09-30
2019-09-30,2019,AMAZONAS,LA VICTORIA,2,9.0,418000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2,3,0.11183589581060836,bajo,bajo,2019-12-31
2019-12-31,2019,AMAZONAS,LA VICTORIA,2,21.0,1282000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2,3,0.11948517897376658,bajo,bajo,2020-03-31
2020-03-31,2020,AMAZONAS,LA VICTORIA,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2,3,0.05645666395510433,bajo,bajo,2020-06-30
2020-06-30,2020,AMAZONAS,LA VICTORIA,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,3,0.039152414370308454,bajo,bajo,2020-09-30
2020-09-30,2020,AMAZONAS,LA VICTORIA,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,3,0.039152414370308454,bajo,bajo,2020-12-31
2017-12-31,2017,AMAZONAS,LETICIA,37,5980.0,2919541365.7,45587.0,111601625303.77,697,14567509141.41,203,928544027.0,0.0,0.0,15,9,0.6443531228910823,alto,alto,2018-03-31
2018-03-31,2018,AMAZONAS,LETICIA,36,4355.0,1668325568.7,46743.0,124539823501.13,1350,13674700877.109999,145,717058601.0,0.0,0.0,13,8,0.631009453615031,alto,alto,2018-06-30
2018-06-30,2018,AMAZONAS,LETICIA,47,3757.0,1474019773.5,47529.0,124918527053.31999,1821,16743886156.13,175,1128153895.0,0.0,0.0,13,8,0.6374459128818936,alto,alto,2018-09-30
2018-09-30,2018,AMAZONAS,LETICIA,47,13343.0,8791946491.04,48748.0,122370208076.44,1856,16741410373.46,179,1003674022.0,0.0,0.0,13,8,0.6496646023182201,alto,alto,2018-12-31
2018-12-31,2018,AMAZONAS,LETICIA,45,19547.0,15551777985.05,48507.0,116265392176.89,2125,16779659877.54,231,1113691770.0,0.0,0.0,13,9,0.6621416543001554,alto,alto,2019-03-31
2019-03-31,2019,AMAZONAS,LETICIA,46,19262.0,14285265470.84,49959.0,124435068833.2,2067,16415653012.5,211,1216982451.0,0.0,0.0,14,8,0.6576714311122477,alto,alto,2019-06-30
2019-06-30,2019,AMAZONAS,LETICIA,48,23509.0,16947551665.32,51135.0,126455101226.58998,2100,17436165116.5,188,1179513472.0,0.0,0.0,14,8,0.6589515052934996,alto,alto,2019-09-30
2019-09-30,2019,AMAZONAS,LETICIA,73,30895.0,21840650205.809998,52103.0,133276330190.35,2069,24856939163.87,197,1149213484.0,0.0,0.0,15,8,0.6679667365544993,alto,alto,2019-12-31
2019-12-31,2019,AMAZONAS,LETICIA,77,32397.0,25963874301.17,53239.0,130824480497.26,2259,27959825745.54,204,1168509934.0,0.0,0.0,15,8,0.6704273280609333,alto,alto,2020-03-31
2020-03-31,2020,AMAZONAS,LETICIA,95,31349.0,23813283714.28,54274.0,141052753980.38,2420,25548712276.07,184,1106052702.0,0.0,0.0,20,8,0.678823422998274,alto,alto,2020-06-30
2020-06-30,2020,AMAZONAS,LETICIA,109,16430.0,11659564403.0,54483.0,161583608642.59998,1145,8913094271.12,65,479119254.0,0.0,0.0,22,8,0.6584642407686241,alto,alto,2020-09-30
2020-09-30,2020,AMAZONAS,LETICIA,140,24338.0,20637000829.0,55263.0,159772146553.74,1523,22659151982.27,181,1036216365.0,0.0,0.0,22,8,0.680036437288897,alto,alto,2020-12-31
2020-12-31,2020,AMAZONAS,LETICIA,147,32466.0,26251271832.84,56199.0,150932563090.81,1537,23006611723.27,183,1293851401.0,0.0,0.0,22,8,0.6835935868420726,alto,alto,2021-03-31
2017-12-31,2017,AMAZONAS,MIRITI-PARANA,0,6.0,490000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0.050626537614072924,bajo,bajo,2018-06-30
2018-06-30,2018,AMAZONAS,MIRITI-PARANA,0,6.0,1372000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0.05378902986082567,bajo,bajo,2020-12-31
2018-12-31,2018,AMAZONAS,PUERTO ALEGRﾍA,0,0.0,0.0,0.0,0.0,1,167000.0,0,0.0,0.0,0.0,1,1,0.03975623955033927,bajo,bajo,2019-03-31
2019-03-31,2019,AMAZONAS,PUERTO ALEGRﾍA,0,0.0,0.0,0.0,0.0,1,163414.0,0,0.0,0.0,0.0,1,3,0.0788436133926887,bajo,bajo,2019-06-30
2019-06-30,2019,AMAZONAS,PUERTO ALEGRﾍA,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,3,0.039152414370308454,bajo,bajo,2019-09-30
2019-09-30,2019,AMAZONAS,PUERTO ALEGRﾍA,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,3,0.039152414370308454,bajo,bajo,2019-12-31
2019-12-31,2019,AMAZONAS,PUERTO ALEGRﾍA,0,0.0,0.0,0.0,0.0,1,172177.0,0,0.0,0.0,0.0,1,3,0.07900012856474486,bajo,bajo,2020-03-31
2020-03-31,2020,AMAZONAS,PUERTO ALEGRﾍA,0,0.0,0.0,0.0,0.0,1,169500.0,0,0.0,0.0,0.0,1,3,0.07895317627677581,bajo,bajo,2020-06-30
2020-06-30,2020,AMAZONAS,PUERTO ALEGRﾍA,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,3,0.039152414370308454,bajo,bajo,2020-09-30
2020-09-30,2020,AMAZONAS,PUERTO ALEGRﾍA,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,3,0.039152414370308454,bajo,bajo,2020-12-31
2017-12-31,2017,AMAZONAS,PUERTO NARIÑO,3,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2,1,0.023010059891603228,bajo,bajo,2018-03-31
2018-03-31,2018,AMAZONAS,PUERTO NARIÑO,3,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2,1,0.023010059891603228,bajo,bajo,2018-06-30
2018-06-30,2018,AMAZONAS,PUERTO NARIÑO,6,473.0,252645203.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,5,2,0.16264821734961307,bajo,bajo,2018-09-30
2018-09-30,2018,AMAZONAS,PUERTO NARIÑO,6,1114.0,503097104.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4,2,0.16411276941418046,bajo,bajo,2018-12-31
2018-12-31,2018,AMAZONAS,PUERTO NARIÑO,6,1501.0,715383834.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4,2,0.16678382003730163,bajo,bajo,2019-03-31
2019-03-31,2019,AMAZONAS,PUERTO NARIÑO,6,1448.0,655815588.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,2,0.15994201892279775,bajo,bajo,2019-06-30
2019-06-30,2019,AMAZONAS,PUERTO NARIÑO,5,2023.0,884480618.09,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,2,0.16137508137534454,bajo,bajo,2019-09-30
2019-09-30,2019,AMAZONAS,PUERTO NARIÑO,6,2204.0,1008002838.74,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4,2,0.16988563918372251,bajo,bajo,2019-12-31
2019-12-31,2019,AMAZONAS,PUERTO NARIÑO,4,2665.0,1223414708.25,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4,2,0.16872377283020698,bajo,bajo,2020-03-31
2020-03-31,2020,AMAZONAS,PUERTO NARIÑO,6,2472.0,1027515533.82,0.0,0.0,0,0.0,0,0.0,0.0,0.0,6,2,0.18018144846969752,bajo,bajo,2020-06-30
2020-06-30,2020,AMAZONAS,PUERTO NARIÑO,6,3356.0,1507474351.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,6,2,0.1829894413217725,bajo,bajo,2020-09-30
2020-09-30,2020,AMAZONAS,PUERTO NARIÑO,12,2631.0,1150300131.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,9,7,0.2515613337325926,bajo,bajo,2020-12-31
2020-12-31,2020,AMAZONAS,PUERTO NARIÑO,13,2761.0,1268908112.46,0.0,0.0,0,0.0,0,0.0,0.0,0.0,10,7,0.2554564097529241,bajo,bajo,2021-03-31
2017-12-31,2017,AMAZONAS,PUERTO SANTANDER,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0.00570581030680735,bajo,bajo,2018-12-31
2018-12-31,2018,AMAZONAS,PUERTO SANTANDER,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0.00570581030680735,bajo,bajo,2019-03-31
2019-03-31,2019,AMAZONAS,PUERTO SANTANDER,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0.00570581030680735,bajo,bajo,2019-06-30
2019-06-30,2019,AMAZONAS,PUERTO SANTANDER,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0.00570581030680735,bajo,bajo,2019-09-30
2019-09-30,2019,AMAZONAS,PUERTO SANTANDER,1,3.0,105700.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,2,0.07153796864481035,bajo,bajo,2019-12-31
2019-12-31,2019,AMAZONAS,PUERTO SANTANDER,2,3.0,243900.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2,2,0.08904233816325975,bajo,bajo,2020-03-31
2020-03-31,2020,AMAZONAS,PUERTO SANTANDER,3,2.0,127200.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2,2,0.0878759088717796,bajo,bajo,2020-09-30
2020-09-30,2020,AMAZONAS,PUERTO SANTANDER,1,4.0,798400.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,2,0.07893922037276338,bajo,bajo,2020-12-31
2020-12-31,2020,AMAZONAS,PUERTO SANTANDER,1,5.0,608450.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,2,0.0790775364455706,bajo,bajo,2021-03-31
2017-12-31,2017,AMAZONAS,TARAPACA,3,20.0,3008760.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,2,0.11620491874054864,bajo,bajo,2018-03-31
2018-03-31,2018,AMAZONAS,TARAPACA,3,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,1,0.031239283521390302,bajo,bajo,2018-06-30
2018-06-30,2018,AMAZONAS,TARAPACA,4,10.0,1530889.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4,2,0.1188992262782229,bajo,bajo,2018-09-30
2018-09-30,2018,AMAZONAS,TARAPACA,5,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4,1,0.04096005033306989,bajo,bajo,2018-12-31
2018-12-31,2018,AMAZONAS,TARAPACA,5,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4,1,0.04096005033306989,bajo,bajo,2019-03-31
2019-03-31,2019,AMAZONAS,TARAPACA,5,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4,1,0.04096005033306989,bajo,bajo,2019-06-30
2019-06-30,2019,AMAZONAS,TARAPACA,3,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,1,0.031239283521390302,bajo,bajo,2019-09-30
2019-09-30,2019,AMAZONAS,TARAPACA,2,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2,1,0.02064193465050645,bajo,bajo,2019-12-31
2019-12-31,2019,AMAZONAS,TARAPACA,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0.00570581030680735,bajo,bajo,2020-09-30
2020-09-30,2020,AMAZONAS,TARAPACA,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0.00570581030680735,bajo,bajo,2020-12-31
2017-12-31,2017,ANTIOQUIA,ABEJORRAL,17,29841.0,11424481693.07,18988.0,16452112147.98,993,8059066334.3,71,783900000.0,0.0,0.0,11,8,0.6173527268974858,alto,alto,2018-03-31
2018-03-31,2018,ANTIOQUIA,ABEJORRAL,19,24495.0,10043203274.5,18885.0,18036883201.86,958,7139418532.44,105,818240000.0,0.0,0.0,9,8,0.6146763526315119,alto,alto,2018-06-30
2018-06-30,2018,ANTIOQUIA,ABEJORRAL,27,25870.0,10750487161.04,19085.0,18415227695.38,935,7042810930.39,105,917670600.0,0.0,0.0,12,8,0.6257887890215099,alto,alto,2018-09-30
2018-09-30,2018,ANTIOQUIA,ABEJORRAL,30,27923.0,12313188554.64,19083.0,18265376987.89,976,9344739874.970001,110,997416900.0,0.0,0.0,12,8,0.6291845963793086,alto,alto,2018-12-31
2018-12-31,2018,ANTIOQUIA,ABEJORRAL,32,29362.0,13767264740.57,18748.0,18057311568.09,1182,11527375312.27,58,582000800.0,0.0,0.0,12,8,0.6245955864064062,alto,alto,2019-03-31
2019-03-31,2019,ANTIOQUIA,ABEJORRAL,33,26224.0,11597715813.25,18949.0,20237725395.86,1096,10236458865.01,92,878675903.0,0.0,0.0,14,8,0.6327179938471906,alto,alto,2019-06-30
2019-06-30,2019,ANTIOQUIA,ABEJORRAL,34,30171.0,12999323277.58,19246.0,20644197827.48,1198,7959401594.89,93,982709225.0,0.0,0.0,14,8,0.6343937553571039,alto,alto,2019-09-30
2019-09-30,2019,ANTIOQUIA,ABEJORRAL,37,32030.0,14721087105.59,19541.0,19723886129.739998,1310,19655792171.41,157,1183613866.0,0.0,0.0,14,8,0.6439865504913396,alto,alto,2019-12-31
2019-12-31,2019,ANTIOQUIA,ABEJORRAL,35,34883.0,16311989082.66,19869.0,19408495278.05,1433,15867524037.67,100,882112998.0,0.0,0.0,14,8,0.639368509807039,alto,alto,2020-03-31
2020-03-31,2020,ANTIOQUIA,ABEJORRAL,73,32639.0,14891129981.29,20177.0,20811765916.68,1209,18366072452.0,55,641147357.0,0.0,0.0,18,8,0.6451017940620442,alto,alto,2020-06-30
2020-06-30,2020,ANTIOQUIA,ABEJORRAL,47,33431.0,16104434400.0,20648.0,23588836716.510002,728,5704479181.07,50,720700000.0,0.0,0.0,19,8,0.6372267882171129,alto,alto,2020-09-30
2020-09-30,2020,ANTIOQUIA,ABEJORRAL,52,41238.0,19801263368.0,20460.0,24762466842.37,1083,18965531957.16,48,674600000.0,0.0,0.0,20,8,0.6464413109767795,alto,alto,2020-12-31
2020-12-31,2020,ANTIOQUIA,ABEJORRAL,54,45867.0,23239516085.31,20880.0,26693720131.72,1267,18120696561.059998,44,649200000.0,0.0,0.0,21,8,0.649303123749887,alto,alto,2021-03-31
2017-12-31,2017,ANTIOQUIA,ABRIAQUI,11,7235.0,2755645833.09,0.0,0.0,0,0.0,0,0.0,0.0,0.0,8,2,0.20056603602564094,bajo,bajo,2018-03-31
2018-03-31,2018,ANTIOQUIA,ABRIAQUI,12,8376.0,2289395710.56,0.0,0.0,0,0.0,0,0.0,0.0,0.0,8,2,0.20143685285279506,bajo,bajo,2018-06-30
2018-06-30,2018,ANTIOQUIA,ABRIAQUI,13,7505.0,2778164821.54,0.0,0.0,0,0.0,0,0.0,0.0,0.0,9,2,0.20506930178868973,bajo,bajo,2018-09-30
2018-09-30,2018,ANTIOQUIA,ABRIAQUI,15,7973.0,2842935567.98,0.0,0.0,0,0.0,0,0.0,0.0,0.0,9,2,0.2065620142462639,bajo,bajo,2018-12-31
2018-12-31,2018,ANTIOQUIA,ABRIAQUI,16,7535.0,2866819275.13,0.0,0.0,0,0.0,0,0.0,0.0,0.0,9,2,0.2067853124168731,bajo,bajo,2019-03-31
2019-03-31,2019,ANTIOQUIA,ABRIAQUI,17,7527.0,2705117911.02,0.0,0.0,0,0.0,0,0.0,0.0,0.0,10,2,0.20979820683336128,bajo,bajo,2019-06-30
2019-06-30,2019,ANTIOQUIA,ABRIAQUI,16,7548.0,2721950026.92,0.0,0.0,0,0.0,0,0.0,0.0,0.0,10,2,0.2093616101085452,bajo,bajo,2019-09-30
2019-09-30,2019,ANTIOQUIA,ABRIAQUI,17,7981.0,3197583666.09,0.0,0.0,0,0.0,0,0.0,0.0,0.0,10,2,0.21062438058175073,bajo,bajo,2019-12-31
2019-12-31,2019,ANTIOQUIA,ABRIAQUI,14,8329.0,3421313654.14,0.0,0.0,0,0.0,0,0.0,0.0,0.0,9,2,0.20683260928141808,bajo,bajo,2020-03-31
2020-03-31,2020,ANTIOQUIA,ABRIAQUI,31,7915.0,3020329910.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,14,7,0.2794153615322998,bajo,bajo,2020-06-30
2020-06-30,2020,ANTIOQUIA,ABRIAQUI,24,7821.0,3576474605.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,15,7,0.2796847963995455,bajo,bajo,2020-09-30
2020-09-30,2020,ANTIOQUIA,ABRIAQUI,26,9310.0,3960205055.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,15,7,0.2815611602136454,bajo,bajo,2020-12-31
2020-12-31,2020,ANTIOQUIA,ABRIAQUI,28,10356.0,4519742700.87,0.0,0.0,0,0.0,0,0.0,0.0,0.0,16,7,0.2848575875679866,bajo,bajo,2021-03-31
2017-12-31,2017,ANTIOQUIA,ALEJANDRIA,12,16845.0,5640218468.39,1501.0,735677917.0,4,32000000.0,88,438900000.0,0.0,0.0,12,7,0.537502228102752,medio,medio,2018-03-31
2018-03-31,2018,ANTIOQUIA,ALEJANDRIA,11,16372.0,5087095750.55,1454.0,982826281.0,4,54500000.0,104,652766000.0,0.0,0.0,11,7,0.5390903439609177,medio,medio,2018-06-30
2018-06-30,2018,ANTIOQUIA,ALEJANDRIA,12,17551.0,5252818488.7,1512.0,1059972093.0,5,48000000.0,78,549450000.0,0.0,0.0,10,7,0.5357312738322897,medio,medio,2018-09-30
2018-09-30,2018,ANTIOQUIA,ALEJANDRIA,13,18374.0,5166214188.15,1560.0,885549918.0,2,16000000.0,69,389407000.0,0.0,0.0,10,7,0.5269727786662575,medio,medio,2018-12-31
2018-12-31,2018,ANTIOQUIA,ALEJANDRIA,12,19111.0,6140506313.7,1372.0,879043102.0,3,34710000.0,46,318368885.0,0.0,0.0,10,7,0.5261620123899852,medio,medio,2019-03-31
2019-03-31,2019,ANTIOQUIA,ALEJANDRIA,17,18052.0,5800550998.0,1414.0,920497705.0,9,70963414.0,50,399070000.0,0.0,0.0,12,7,0.5419692129427036,medio,medio,2019-06-30
2019-06-30,2019,ANTIOQUIA,ALEJANDRIA,14,18771.0,6048854455.2,1454.0,1056086776.0,6,19544354.0,39,269622000.0,0.0,0.0,12,7,0.5321414617953248,medio,medio,2019-09-30
2019-09-30,2019,ANTIOQUIA,ALEJANDRIA,17,20139.0,7177764589.46,1511.0,1080834029.0,5,19438521.0,47,367900000.0,0.0,0.0,12,7,0.5365943552179359,medio,medio,2019-12-31
2019-12-31,2019,ANTIOQUIA,ALEJANDRIA,15,21680.0,7937032276.73,1556.0,1202427599.0,9,81748786.0,28,255600000.0,0.0,0.0,12,7,0.5382801676443217,medio,medio,2020-03-31
2020-03-31,2020,ANTIOQUIA,ALEJANDRIA,32,19844.0,6439636497.93,1607.0,1168946792.0,3,32000000.0,33,334500000.0,0.0,0.0,16,8,0.5520960184065424,medio,medio,2020-06-30
2020-06-30,2020,ANTIOQUIA,ALEJANDRIA,27,18967.0,6268449156.0,1712.0,1585072575.0,3,62500000.0,28,307900000.0,0.0,0.0,17,8,0.5536113984189557,medio,medio,2020-09-30
2020-09-30,2020,ANTIOQUIA,ALEJANDRIA,26,24015.0,8583282734.0,1784.0,1625294372.0,4,63000000.0,40,421200000.0,0.0,0.0,18,8,0.5626295355707581,medio,medio,2020-12-31
2020-12-31,2020,ANTIOQUIA,ALEJANDRIA,33,26197.0,9203120270.33,1781.0,1544122860.0,3,54000000.0,30,325425000.0,0.0,0.0,19,8,0.5615880073281017,medio,medio,2021-03-31
2017-12-31,2017,ANTIOQUIA,AMAGA,32,94393.0,31694695185.37,18524.0,23114117306.46,2714,4058323881.5699997,35,218210000.0,0.0,0.0,12,9,0.6337148803219267,alto,alto,2018-03-31
2018-03-31,2018,ANTIOQUIA,AMAGA,38,87892.0,27960166224.42,18730.0,22752592358.53,2548,4096562855.23,79,312430000.0,0.0,0.0,12,8,0.6361261260107205,alto,alto,2018-06-30
2018-06-30,2018,ANTIOQUIA,AMAGA,45,90982.0,28319875019.96,19214.0,25089958056.510002,2669,4664995995.0,72,284900000.0,0.0,0.0,12,8,0.6376602278697914,alto,alto,2018-09-30
2018-09-30,2018,ANTIOQUIA,AMAGA,48,99635.0,30927703297.36,19702.0,23811967694.86,3114,4813766164.17,72,351344349.0,0.0,0.0,13,8,0.642686497819144,alto,alto,2018-12-31
2018-12-31,2018,ANTIOQUIA,AMAGA,52,108057.0,37081952315.05,19636.0,25761179458.17,3156,6345411844.59,85,426085600.0,0.0,0.0,12,8,0.6453650755922588,alto,alto,2019-03-31
2019-03-31,2019,ANTIOQUIA,AMAGA,53,99036.0,34082513471.949997,20328.0,28328938361.77,2982,5786377709.38,128,599820400.0,0.0,0.0,13,8,0.651421366387387,alto,alto,2019-06-30
2019-06-30,2019,ANTIOQUIA,AMAGA,53,112213.0,38423384844.520004,21025.0,32783632712.1,3371,6835709925.08,80,380822891.0,0.0,0.0,12,8,0.6465531383338162,alto,alto,2019-09-30
2019-09-30,2019,ANTIOQUIA,AMAGA,66,117307.0,41146289574.899994,21699.0,33830430710.1,3662,9376004099.03,112,591150261.0,0.0,0.0,12,8,0.6547769400381767,alto,alto,2019-12-31
2019-12-31,2019,ANTIOQUIA,AMAGA,61,126777.0,46632911660.340004,22468.0,29419652091.2,3933,8219155279.2,48,244265900.0,0.0,0.0,12,8,0.6445589822861449,alto,alto,2020-03-31
2020-03-31,2020,ANTIOQUIA,AMAGA,67,123396.0,42773596719.83,23134.0,35300978940.4,3413,7740624430.58,79,410998448.0,0.0,0.0,16,8,0.6582795391800658,alto,alto,2020-06-30
2020-06-30,2020,ANTIOQUIA,AMAGA,85,137545.0,47089718578.0,23875.0,39975261855.520004,1811,1854605703.17,41,300000000.0,0.0,0.0,17,8,0.6489756151620132,alto,alto,2020-09-30
2020-09-30,2020,ANTIOQUIA,AMAGA,94,169650.0,63591260111.23,24402.0,43602620546.270004,2449,3688645050.66,35,230800000.0,0.0,0.0,18,8,0.6552094442586529,alto,alto,2020-12-31
2020-12-31,2020,ANTIOQUIA,AMAGA,108,186478.0,69007184638.69,24794.0,47384013037.97,2819,5642374744.01,46,355396582.0,0.0,0.0,20,8,0.6660645259714942,alto,alto,2021-03-31
2017-12-31,2017,ANTIOQUIA,AMALFI,26,52401.0,24172069465.75,3550.0,6808015003.0,1353,856071447.0,0,0.0,0.0,0.0,12,5,0.4820136140236124,bajo,bajo,2018-03-31
